,year,month,volume_mean,day_of_week,value_mean,price_max,price_min,price_mean,power_max,power_min,power_mean,price_morning_max,price_evening_max,price_standard,off_price_mean,standard_price_mean,morning_price_mean,evening_price_mean,off_hour_mean,standard_hour_mean,morning_hour_mean,evening_hour_mean,off_value,standard_value,morning_value,evening_value,standard_price_max,off_price_max,morning_price_max,evening_price_max,standard_price_min,off_price_min,morning_price_min,evening_price_min,volume,morning_volume,evening_volume,standard_volume,off_volume,value,off_hour_count,standard_hour_count,morning_hour_count,evening_hour_count,price_weight_mean,off_price_weight_mean,standard_price_weight_mean,morning_price_weight_mean,evening_price_weight_mean,off_power,morning_power,standard_power,evening_power,evening_days,morning_days,days
23,2019,4,0.0,66.13333333333334,0.0,24.89999999999999,24.89999999999999,24.89999999999998,0.0,0.0,0.0,24.899999999999988,24.899999999999988,24.899999999999988,24.899999999999988,24.89999999999999,24.899999999999988,24.89999999999999,10.4,10.384615384615385,3.0,2.0,0.0,0.0,0.0,0.0,24.900000000000002,24.900000000000002,24.899999999999995,24.9,24.900000000000002,24.89999999999999,24.899999999999995,24.9,0.0,0.0,0.0,0.0,0.0,0.0,312,270.0,66.0,44.0,,,,,,0.0,0.0,0.0,0.0,22.0,22.0,30
24,2019,5,0.0,68.7741935483871,0.0,62.69000000000001,33.45,53.130013440860225,0.0,0.0,0.0,64.10483870967742,64.10483870967742,59.388709677419364,33.45000000000002,68.6462962962963,68.4108695652174,68.4108695652174,10.193548387096774,10.407407407407407,3.0,2.0,0.0,0.0,0.0,0.0,70.0,33.45000000000001,70.0,70.0,33.449999999999996,33.449999999999996,33.45,33.45,0.0,0.0,0.0,0.0,0.0,0.0,316,281.0,69.0,46.0,,,,,,0.0,0.0,0.0,0.0,23.0,23.0,31
25,2019,6,0.0,73.2,0.0,98.67999999999998,50.0,81.3208472222222,0.0,0.0,0.0,100.70833333333329,100.70833333333329,90.56666666666662,50.0,109.32874999999996,110.84999999999995,110.84999999999995,11.066666666666666,9.6,3.0,3.0,0.0,0.0,0.0,0.0,110.85,50.0,110.84999999999998,110.84999999999998,103.24375,50.0,110.84999999999998,110.84999999999998,0.0,0.0,0.0,0.0,0.0,0.0,332,240.0,60.0,60.0,,,,,,0.0,0.0,0.0,0.0,20.0,20.0,30
26,2019,7,254.83870967741936,65.29032258064517,14270.967741935483,181.18400000000003,56.0,143.99896774193553,25.0,3.225806451612903,10.940860215053762,192.2890322580644,192.2890322580644,172.09806451612894,56.0,209.58222222222213,212.47999999999993,212.47999999999993,10.064516129032258,9.703703703703704,3.0,3.0,436800.0,5600.0,0.0,0.0,212.47999999999996,56.0,212.48,212.48,192.92,56.0,212.48,212.48,7900.0,0.0,0.0,100.0,7800.0,442400.0,312,262.0,69.0,69.0,56.0,56.0,56.0,,,25.0,0.0,0.3816793893129771,0.0,23.0,23.0,31
27,2019,8,0.0,70.06451612903226,0.0,115.72999999999998,57.450000000000024,97.00833333333333,0.0,0.0,0.0,120.90000000000005,120.90000000000005,109.15000000000003,57.45000000000003,128.61365740740743,130.30000000000004,130.30000000000004,10.32258064516129,9.62962962962963,3.0,3.0,0.0,0.0,0.0,0.0,130.29999999999998,57.450000000000024,130.3,130.3,121.19375,57.449999999999996,130.3,130.3,0.0,0.0,0.0,0.0,0.0,0.0,320,260.0,66.0,66.0,,,,,,0.0,0.0,0.0,0.0,22.0,22.0,31
28,2019,9,0.0,69.2,0.0,77.19000000000001,45.95000000000002,66.46209722222224,0.0,0.0,0.0,78.49166666666666,78.49166666666666,73.285,45.950000000000024,85.0,85.0,85.0,10.933333333333334,10.36,3.0,2.0,0.0,0.0,0.0,0.0,85.0,45.95000000000002,85.0,85.0,85.0,45.949999999999996,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,328,259.0,63.0,42.0,,,,,,0.0,0.0,0.0,0.0,21.0,21.0,30
29,2019,10,203.8709677419355,67.48387096774194,7129.367741935484,86.994,34.97000000000002,71.82033333333332,20.0,2.5806451612903225,8.666666666666664,91.6090322580645,91.6090322580645,83.21806451612902,34.97000000000002,100.0,100.0,100.0,10.193548387096774,10.407407407407407,3.0,2.0,221010.40000000002,0.0,0.0,0.0,100.0,34.97000000000002,100.0,100.0,100.0,34.97,100.0,100.0,6320.0,0.0,0.0,0.0,6320.0,221010.40000000002,316,281.0,69.0,46.0,34.970000000000006,34.970000000000006,,,,20.0,0.0,0.0,0.0,23.0,23.0,31
30,2019,11,0.0,70.66666666666667,0.0,91.2,56.0,79.53999999999999,0.0,0.0,0.0,94.13333333333334,94.13333333333334,86.8,56.0,100.0,100.0,100.0,10.7,10.23076923076923,3.0,2.0,0.0,0.0,0.0,0.0,100.0,56.0,100.0,100.0,100.0,56.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,321,266.0,63.0,42.0,,,,,,0.0,0.0,0.0,0.0,21.0,21.0,30
31,2019,12,352.258064516129,67.61290322580645,21163.66451612904,92.01599999999999,60.07999999999999,79.68587096774193,30.0,6.774193548387097,15.266129032258064,90.98580645161289,90.98580645161289,85.8348387096774,60.07999999999998,96.92923076923077,96.37090909090908,96.37090909090908,10.709677419354838,10.384615384615385,3.0,2.0,598396.8000000003,39652.8,10814.4,7209.599999999999,100.0,60.08000000000001,100.0,100.0,60.08,60.07999999999999,60.080000000000005,60.08,10920.0,180.0,120.0,660.0,9960.0,656073.6000000002,332,270.0,66.0,44.0,60.08000000000002,60.08000000000003,60.080000000000005,60.08,60.08,30.0,2.727272727272727,2.4444444444444446,2.727272727272727,22.0,22.0,31
32,2020,1,214.19354838709677,68.7741935483871,10174.193548387097,91.1,47.5,76.8450268817204,20.0,3.225806451612903,9.231182795698924,93.20967741935483,93.20967741935483,86.1774193548387,47.945482411326815,98.82804232804234,99.6304347826087,99.6304347826087,10.193548387096774,10.407407407407407,3.0,2.0,296400.0,14250.0,2850.0,1900.0,102.0,51.69230769230769,102.0,102.0,47.5,47.5,47.5,47.5,6640.0,60.0,40.0,300.0,6240.0,315400.0,316,281.0,69.0,46.0,47.5,47.5,47.5,47.5,47.5,19.746835443037973,0.8695652173913043,1.0676156583629892,0.8695652173913043,23.0,23.0,31
33,2020,2,218.6206896551724,71.58620689655173,10931.034482758621,91.6,50.0,77.68850574712646,20.0,2.7586206896551726,9.350574712643676,94.82758620689656,94.82758620689656,85.86206896551724,50.59229208924949,100.51428571428572,102.0,102.0,10.931034482758621,10.2,3.0,2.0,312000.0,5000.0,0.0,0.0,102.0,54.0,102.0,102.0,94.57142857142857,50.0,102.0,102.0,6340.0,0.0,0.0,100.0,6240.0,317000.0,317,255.0,60.0,40.0,50.0,50.0,50.0,,,19.684542586750787,0.0,0.39215686274509803,0.0,20.0,20.0,29
34,2020,3,382.22222222222223,123.11111111111111,20257.777777777777,70.15,53.0,59.66944444444445,20.0,11.11111111111111,17.27777777777778,74.77777777777777,74.77777777777777,53.0,54.379587732528904,95.0,,,19.11111111111111,7.0,,,178080.0,4240.0,0.0,0.0,95.0,56.76923076923077,,,95.0,53.0,,,3440.0,0.0,0.0,80.0,3360.0,182320.0,172,28.0,0.0,0.0,53.0,53.0,53.0,,,19.53488372093023,,2.857142857142857,,22.0,22.0,9
35,2020,4,229.33333333333334,68.4,12154.666666666666,92.2,53.0,77.8675,20.0,4.0,9.849999999999998,92.2,92.2,85.66666666666667,53.0,98.23076923076923,97.54545454545455,97.54545454545455,10.4,10.384615384615385,3.0,2.0,330720.0,23320.0,6360.0,4240.0,102.0,53.0,102.0,102.0,53.0,53.0,53.0,53.0,6880.0,120.0,80.0,440.0,6240.0,364640.0,312,270.0,66.0,44.0,53.0,53.0,53.0,53.0,53.0,20.0,1.8181818181818181,1.6296296296296295,1.8181818181818181,21.0,21.0,30
36,2020,5,230.32258064516128,72.25806451612904,6895.858064516126,82.74800000000002,29.94000000000001,62.41266129032262,20.0,3.870967741935484,10.161290322580646,83.17387096774193,83.17387096774193,72.52709677419357,29.940000000000026,93.41115384615385,92.80666666666669,92.80666666666669,11.0,10.23076923076923,3.0,2.0,204190.7999999999,6586.800000000001,1796.4,1197.6000000000001,95.95000000000003,29.940000000000015,95.95,95.95,29.94,29.94,29.94,29.94,7140.0,60.0,40.0,220.0,6820.0,213771.59999999992,341,266.0,63.0,42.0,29.939999999999987,29.939999999999987,29.940000000000005,29.94,29.940000000000005,20.0,0.9523809523809523,0.8270676691729323,0.9523809523809523,22.0,22.0,31
37,2020,6,208.0,66.13333333333334,6233.76,96.826,29.970000000000017,76.30492222222225,20.0,2.6666666666666665,8.911111111111108,102.39733333333331,102.39733333333331,91.25466666666665,29.97000000000002,111.93288461538461,113.53999999999998,113.53999999999998,10.266666666666667,9.692307692307692,3.0,3.0,184615.2,2397.6,0.0,0.0,113.53999999999999,29.970000000000017,113.54,113.54,103.09375,29.97,113.54,113.54,6240.0,0.0,0.0,80.0,6160.0,187012.80000000002,308,252.0,66.0,66.0,29.970000000000002,29.970000000000002,29.97,,,20.0,0.0,0.31746031746031744,0.0,23.0,23.0,30
38,2020,7,842.5806451612904,68.7741935483871,74471.38064516129,91.61999999999999,29.940000000000015,73.44346774193546,46.12903225806452,20.0,36.92741935483871,97.0916129032258,97.0916129032258,87.14322580645161,29.940000000000026,105.6122222222222,107.03999999999998,107.03999999999998,10.064516129032258,9.703703703703704,3.0,3.0,186825.59999999992,1383211.2,369288.0,369288.0,107.03999999999999,29.940000000000015,107.04,107.04,97.4025,29.94,107.04,107.04,26120.0,3450.0,3450.0,12980.0,6240.0,2308612.8,312,262.0,69.0,69.0,88.3848698315467,29.939999999999987,106.56480739599384,107.04,107.04,20.0,50.0,49.541984732824424,50.0,21.0,21.0,31
39,2020,8,220.0,70.83870967741936,6586.7999999999965,91.612,29.94000000000001,70.32935752688171,20.0,3.225806451612903,9.521505376344082,94.5961290322581,94.5961290322581,82.16225806451617,29.940000000000026,105.17687500000004,107.03,107.03,10.838709677419354,9.615384615384615,3.0,3.0,201196.7999999999,2994.0000000000005,0.0,0.0,107.03,29.940000000000015,107.03000000000002,107.03000000000002,97.39375,29.94,107.03000000000002,107.03000000000002,6820.0,0.0,0.0,100.0,6720.0,204190.7999999999,336,250.0,63.0,63.0,29.939999999999987,29.939999999999984,29.940000000000005,,,20.0,0.0,0.4,0.0,22.0,22.0,31
40,2020,9,208.0,67.73333333333333,5187.519999999999,84.98800000000001,24.94000000000001,66.89020000000002,20.0,2.6666666666666665,8.82222222222222,89.992,89.992,79.98400000000001,24.940000000000015,100.0,100.0,100.0,10.4,10.384615384615385,3.0,2.0,155625.59999999995,0.0,0.0,0.0,100.0,24.94000000000001,100.0,100.0,100.0,24.94,100.0,100.0,6240.0,0.0,0.0,0.0,6240.0,155625.59999999995,312,270.0,66.0,44.0,24.93999999999999,24.93999999999999,,,,20.0,0.0,0.0,0.0,22.0,22.0,30
41,2020,10,209.67741935483872,70.06451612903226,5648.709677419353,85.388,26.940000000000005,66.61236559139789,20.0,2.5806451612903225,9.139784946236556,90.57290322580646,90.57290322580646,78.78903225806454,26.940000000000023,100.0,100.0,100.0,10.483870967741936,10.25925925925926,3.0,2.0,175109.99999999994,0.0,0.0,0.0,100.0,26.940000000000012,100.0,100.0,100.0,26.94,100.0,100.0,6500.0,0.0,0.0,0.0,6500.0,175109.99999999994,325,277.0,66.0,44.0,26.93999999999999,26.93999999999999,,,,20.0,0.0,0.0,0.0,21.0,21.0,31
42,2020,11,218.66666666666666,69.2,6546.8799999999965,101.98800000000001,29.94000000000001,77.24651666666666,20.0,3.3333333333333335,9.494444444444442,104.99000000000001,104.99000000000001,92.98200000000001,29.940000000000023,120.0,120.0,120.0,10.933333333333334,10.36,3.0,2.0,196406.3999999999,0.0,0.0,0.0,120.0,29.940000000000015,120.0,120.0,120.0,29.94,120.0,120.0,6560.0,0.0,0.0,0.0,6560.0,196406.3999999999,328,259.0,63.0,42.0,29.939999999999987,29.939999999999987,,,,20.0,0.0,0.0,0.0,23.0,23.0,30
43,2020,12,218.70967741935485,67.48387096774194,9828.812903225806,88.98800000000001,44.940000000000026,74.43854301075272,20.0,3.870967741935484,9.28494623655914,89.34322580645163,89.34322580645163,84.01483870967743,44.94000000000003,95.92148148148148,97.60608695652174,97.60608695652174,10.193548387096774,10.407407407407407,3.0,2.0,284020.79999999993,16178.4,2696.3999999999996,1797.6,100.0,44.940000000000026,100.0,100.0,44.94,44.94,44.94,44.94,6780.0,60.0,40.0,360.0,6320.0,304693.19999999995,316,281.0,69.0,46.0,44.93999999999999,44.93999999999999,44.94,44.93999999999999,44.94,20.0,0.8695652173913043,1.2811387900355873,0.8695652173913043,21.0,21.0,31
44,2021,1,230.32258064516128,72.25806451612904,10120.374193548387,88.78800000000001,43.94000000000002,71.51790322580645,20.0,3.870967741935484,10.161290322580646,89.14967741935484,89.14967741935484,80.10774193548387,44.504609546051704,96.30373626373625,97.33047619047619,97.33047619047619,11.0,10.23076923076923,3.0,2.0,295276.7999999998,14060.799999999996,2636.3999999999996,1757.6,100.0,48.25230769230769,100.0,100.0,43.94,43.94,43.94,43.94,7140.0,60.0,40.0,320.0,6720.0,313731.6,341,266.0,63.0,42.0,43.94,43.93999999999997,43.93999999999998,43.93999999999999,43.94,19.70674486803519,0.9523809523809523,1.2030075187969924,0.9523809523809523,20.0,20.0,31
45,2021,2,116.1714285714285,70.14285714285714,5568.096571428572,89.58600000000001,47.92999999999998,75.88663095238098,10.699999999999994,1.5285714285714285,4.9551190476190445,92.56142857142856,92.56142857142856,85.12285714285713,48.36756302521008,98.76023809523811,100.0,100.0,10.857142857142858,10.333333333333334,3.0,2.0,153855.30000000002,2051.404,0.0,0.0,100.0,50.99294117647057,100.0,100.0,92.56142857142856,47.92999999999998,100.0,100.0,3252.7999999999984,0.0,0.0,42.8,3209.999999999998,155906.70400000003,304,248.0,60.0,40.0,47.930000000000035,47.930000000000035,47.93,,,10.559210526315784,0.0,0.17258064516129032,0.0,23.0,23.0,28
46,2021,3,203.8709677419355,65.29032258064517,10187.432258064517,89.994,49.97000000000001,78.1051505376344,20.0,2.5806451612903225,8.752688172043008,93.54451612903225,93.54451612903225,87.0890322580645,50.34973434535106,98.94116402116403,100.0,100.0,10.193548387096774,10.407407407407407,3.0,2.0,311812.80000000005,3997.6,0.0,0.0,100.0,52.9129411764706,100.0,100.0,92.85285714285715,49.97,100.0,100.0,6320.0,0.0,0.0,80.0,6240.0,315810.4,316,281.0,69.0,46.0,49.970000000000006,49.970000000000006,49.97,,,19.746835443037973,0.0,0.2846975088967972,0.0,22.0,22.0,31
47,2021,4,229.33333333333334,69.06666666666666,9161.866666666667,87.99000000000001,39.95000000000001,70.27525000000001,20.0,4.0,9.899999999999999,87.99,87.99,79.98333333333333,39.950000000000024,95.38076923076923,94.5409090909091,94.5409090909091,10.4,10.384615384615385,3.0,2.0,249288.0,17578.0,4794.0,3196.0,100.0,39.95000000000002,100.0,100.0,39.949999999999996,39.949999999999996,39.95,39.95,6880.0,120.0,80.0,440.0,6240.0,274856.0,312,270.0,66.0,44.0,39.95,39.95,39.95,39.95,39.95,20.0,1.8181818181818181,1.6296296296296295,1.8181818181818181,21.0,21.0,30
48,2021,5,224.51612903225808,70.83870967741936,8969.41935483871,87.99000000000001,39.95000000000001,70.73369623655917,20.0,3.870967741935484,9.747311827956988,88.37741935483871,88.37741935483871,80.62903225806451,39.950000000000024,97.6903846153846,100.0,100.0,11.0,10.23076923076923,3.0,2.0,272459.0,5593.0,0.0,0.0,100.0,39.95000000000002,100.0,100.0,39.949999999999996,39.949999999999996,100.0,100.0,6960.0,0.0,0.0,140.0,6820.0,278052.0,341,266.0,63.0,42.0,39.95,39.95,39.95,,,20.0,0.0,0.5263157894736842,0.0,,,31
